start_node,relations,end_node
认知神经科学,basedOn,功能定位理论
认知神经科学,basedOn,神经元理论
功能定位理论,proposedBy,盖尔
语言中枢,locatedIn,左额叶
布洛克,discovered,语言中枢
功能定位理论,usesMethod,缺损法
功能定位理论,usesMethod,刺激法
卢里亚,proposedBy,神经心理学原理
神经元理论,hasComponent,神经元
高尔基,invented,硝酸银浸染法
卡雅,confirmed,突触存在
洛伊,discovered,化学传达
感受野,definedAs,效应范围
对比探测,mechanismFor,变化检测
地形编织,in,视觉系统
模块组织,foundIn,感觉新皮质
分级处理,for,信息抽象
并行处理,in,视觉系统
知觉,differsFrom,感觉
知觉恒定性,exampleOf,尺寸恒定性
运动控制,involves,空间描述转换
记忆,classifiedInto,不同类型
语言,dependsOn,左半脑
意识,hasCategories,三类
丘奇兰德,advocates,还原论
心身问题,addressedBy,认知神经科学
认知神经科学,studies,脑机制
功能定位理论,influencedBy,骨相学
神经元理论,basedOn,电生理学
感受野,relatedTo,神经元过滤
对比探测,relatedTo,外界变化
地形编织,relatedTo,局部运动导航
模块组织,relatedTo,功能模块
分级处理,relatedTo,抽象层次
并行处理,relatedTo,视觉层流
知觉恒定性,relatedTo,神经元不变性
运动控制,relatedTo,大脑皮层
记忆,influencedBy,知觉
语言,relatedTo,神经结构
意识,producedBy,神经网络
前额叶,relatedTo,延时能力
海马,relatedTo,有意识编码
心身问题,studiedBy,认知神经科学
认知神经科学,usesMethod,单细胞电生理学
认知神经科学,usesMethod,功能性脑成像
认知神经科学,usesMethod,分子遗传学控制
认知神经科学,usesMethod,神经元运算
感觉,hasComponent,感受野
感觉,hasComponent,对比探测
感觉,hasComponent,地形编织
感觉,hasComponent,模块组织
感觉,hasComponent,分级处理
感觉,hasComponent,并行处理
知觉,characterizedBy,内部表征
知觉,hasType,知觉亚稳定性
知觉,hasType,感觉同义性
知觉恒定性,hasType,尺寸恒定性
知觉恒定性,hasType,光亮恒定性
运动控制,involves,上丘
运动控制,involves,脑干运动细胞核
记忆,relatedTo,突触功效
记忆,hasType,长期增效
记忆,hasType,长期抑制
语言,hasComponent,产生
语言,hasComponent,理解
语言,relatedTo,感觉通路神经区
意识,hasType,有意识的觉察
意识,hasType,较高级的官能
意识,hasType,意识状态
有意识的觉察,hasType,概括性觉察
有意识的觉察,hasType,元认知觉察
有意识的觉察,hasType,有意识回忆
较高级的官能,hasType,注意
较高级的官能,hasType,推理
较高级的官能,hasType,自我控制
意识状态,hasType,有意识的
意识状态,hasType,无意识的
意识状态,hasType,综合性调节
意识状态,hasType,可感受的特性
认知神经科学,facesChallenge,捆绑问题
认知神经科学,facesChallenge,私密性问题
功能定位论,contrastedWith,等位论
意识模型,challengedBy,并行方式
意识模型,basedOn,表征相互作用
意识加工,limitedBy,材料特性
意识加工,limitedBy,注意技能
无意识加工,limitedTo,低层次分析
无意识加工,guidedBy,任务目标
还原论,proposedBy,丘奇兰德
心身问题,solvedBy,神经生理还原
认知神经科学,appliedIn,心灵哲学
米勒,coinedTerm,认知神经科学
加扎尼加,coinedTerm,认知神经科学
认知科学,needs,脑机制答案
神经科学,provides,实验数据
功能定位理论,developedThrough,神经病理学
神经元理论,developedThrough,分子神经生物学
感受野,describes,过滤属性
地形编织,relatedTo,视网膜投射
并行处理,organizes,信息疏导
知觉解释,involves,中级视觉处理
知觉解释,involves,高级视觉处理
高级视觉处理,locatedIn,颞颞叶
运动学习,enables,应对变化
记忆损伤,causedBy,皮层破坏
语言发展,characterizedBy,无序性
意识内容,determinedBy,兴奋灶更替
前额叶损伤,leadsTo,注意力分散
海马结构,controls,有意识事件
认知神经科学,promotes,意识问题研究
意识概念,considered,不完整模糊
