start_node,relations,end_node
适应性表征,isTypeOf,认知理论
适应性表征,proposedBy,魏屹东
适应性表征,basedOn,自组织系统理论
适应性表征,appliedIn,通用人工智能
适应性表征,hasComponent,适应性
适应性表征,hasComponent,表征性
自组织系统,isTypeOf,认知基础
自组织系统,hasType,物理系统
自组织系统,hasType,生物系统
自组织系统,hasType,认知系统
自组织系统,hasType,人工系统
物理系统,relatedTo,属性自呈现
生物系统,relatedTo,自适应自繁殖
认知系统,relatedTo,自学习自表达
人工系统,relatedTo,机器学习自复制
计算主义,isTypeOf,AI范式
联结主义,isTypeOf,AI范式
动力主义,isTypeOf,AI范式
生成式AI,isTypeOf,AI范式
计算主义,basedOn,符号操作
联结主义,basedOn,神经网络
动力主义,basedOn,感知行动耦合
生成式AI,basedOn,预训练模型
世界假设,proposedBy,魏屹东
理论假设,proposedBy,魏屹东
智能迁移推论,proposedBy,魏屹东
普遍性推论,proposedBy,魏屹东
逻辑同一性原则,proposedBy,魏屹东
目标同一性原则,proposedBy,魏屹东
物理适应性表征,isTypeOf,表征层次
生物适应性表征,isTypeOf,表征层次
认知适应性表征,isTypeOf,表征层次
人工适应性表征,isTypeOf,表征层次
物理适应性表征,relatedTo,热胀冷缩
物理适应性表征,relatedTo,自组织演化
生物适应性表征,relatedTo,基因表达
生物适应性表征,relatedTo,自然选择
认知适应性表征,relatedTo,神经元可塑性
人工适应性表征,relatedTo,机器学习
霍兰,proposedBy,隐秩序理论
海里根,proposedBy,适应性表征概念
瓦雷拉,proposedBy,生成认知科学
梅洛-庞蒂,influenced,第二代认知科学
康德,influenced,适应性表征哲学基础
拉考夫,proposedBy,概念隐喻理论
约翰逊,proposedBy,概念隐喻理论
神经脉冲,relatedTo,意识经验流
带电离子,relatedTo,意识神经相关物
基因表达编程,isTypeOf,进化算法
基因表达编程,hasFeature,可进化性
基因表达编程,hasFeature,杂交与物种形成
基因表达编程,hasFeature,分布式进化
自组织神经网络,simulates,神经系统
自组织神经网络,relatedTo,对象形变表征
语境邦迪设置,isTypeOf,机器学习框架
语境邦迪设置,relatedTo,在线决策
强化学习,isTypeOf,机器学习方法
强化学习,hasComponent,价值函数
强化学习,hasComponent,策略优化
深度强化学习,isTypeOf,AI融合方法
深度强化学习,basedOn,大数据
深度强化学习,basedOn,大模型
深度强化学习,basedOn,大计算
全向视频,isTypeOf,虚拟现实技术
全向视频,hasFeature,内容适应性表征
动态导航,relatedTo,障碍适应性表征
大数据整合,isTypeOf,应用领域
大数据整合,usesMethod,适应性表征
意识难题,proposedBy,查莫斯
意识难题,relatedTo,心脑关系
李德毅,proposedBy,认知物理学
认知物理学,relatedTo,人工认知实现
自然智能,isTypeOf,智能类别
人工智能,isTypeOf,智能类别
自然智能,hasFeature,心理意向性
人工智能,hasFeature,功能倾向性
自然智能,hasFeature,生物具身性
人工智能,hasFeature,物理功能性
通用人工智能,isTypeOf,AI发展目标
通用人工智能,basedOn,适应性表征
认知螺旋,proposedBy,李德毅
认知螺旋,relatedTo,机器认知发展
原我,isTypeOf,意识层次
本我,isTypeOf,意识层次
自我,isTypeOf,意识层次
超我,isTypeOf,意识层次
原我,relatedTo,物理系统
本我,relatedTo,生命系统
自我,relatedTo,意识系统
超我,relatedTo,认知系统
碳基生物体,isTypeOf,自然智能载体
硅基物理装置,isTypeOf,人工智能载体
认知架构,isTypeOf,理论模型
认知架构,hasComponent,处理单元
认知架构,hasComponent,交互关系
功能网络,isTypeOf,可视化工具
功能网络,simulates,神经活动
表征主义,isTypeOf,哲学立场
反表征主义,isTypeOf,哲学立场
强表征主义,isTypeOf,表征理论
弱表征主义,isTypeOf,表征理论
科学实在论,isTypeOf,哲学基础
生物自然主义,isTypeOf,哲学基础
认知主义,isTypeOf,AI哲学
功能主义,isTypeOf,AI哲学
物理符号系统假设,isTypeOf,AI理论
物理符号系统假设,basedOn,符号操作
积木式组合,proposedBy,明斯基
积木式组合,relatedTo,心智社会
