start_node,relations,end_node
第一代认知科学,isTypeOf,认知科学
第二代认知科学,isTypeOf,认知科学
认知语言学,isPartOf,第二代认知科学
体验哲学,proposedBy,Lakoff
体验哲学,proposedBy,Johnson
认知语言学,basedOn,体验哲学
第一代认知科学,basedOn,英美分析哲学
第一代认知科学,basedOn,先验哲学
第二代认知科学,basedOn,体验哲学
体验哲学,hasPart,心智的体验性
体验哲学,hasPart,认知的无意识性
体验哲学,hasPart,思维的隐喻性
认知科学,studies,智能
桂诗春,studies,认知
袁毓林,studies,信息加工
田运,studies,思维
Rose,studies,心智
Lakoff,studies,概念系统
认知科学,relatedTo,哲学
认知科学,relatedTo,心理学
认知科学,relatedTo,人类学
认知科学,relatedTo,语言学
认知科学,relatedTo,脑神经学
认知科学,relatedTo,计算机科学
第一代认知科学,usesMethod,符号加工
第二代认知科学,usesMethod,经验性分析
生成语法,proposedBy,乔姆斯基
乔姆斯基,influencedBy,笛卡儿哲学
乔姆斯基,influencedBy,形式主义哲学
体验哲学,influences,认知语言学
第二代认知科学,influences,认知语言学
第一代认知科学,appliedIn,认知心理学
第一代认知科学,appliedIn,人工智能
第一代认知科学,appliedIn,形式逻辑
第一代认知科学,appliedIn,生成语言学
第二代认知科学,appliedIn,认知语言学
概念隐喻,relatedTo,思维的隐喻性
基本层次概念,basedOn,动觉图式
基本层次概念,basedOn,格式塔感知能力
基本层次概念,basedOn,形成意象的能力
推理,basedOn,身体经验
概念系统,hasPart,意象图式
概念系统,hasPart,动觉图式
认知语言学,relatedTo,对结构主义的反动
认知语言学,relatedTo,对生成学派的反动
句法,relatedTo,意义
认知科学,hasPart,认知科学学会年会
《认知科学》期刊,relatedTo,认知科学
Lakoff and Johnson,proposes,体验哲学
乔姆斯基,proposes,生成语法
生成语法,basedOn,笛卡儿哲学
生成语法,basedOn,形式主义哲学
体验哲学,relatedTo,对西方思想的挑战
认知,hasPart,感知体验
认知,hasPart,心智运算
认知,hasPart,心智结构
认知,hasPart,意义
认知,hasPart,概念系统
认知,hasPart,推理
认知,hasPart,语言
第一代认知科学,hasPart,二元论
第一代认知科学,hasPart,符号主义
第一代认知科学,hasPart,符号任意观
第一代认知科学,hasPart,意义表征理论
第一代认知科学,hasPart,古典范畴
第一代认知科学,hasPart,非隐喻性意义
第二代认知科学,hasPart,概念结构来自感觉运动经验
第二代认知科学,hasPart,概念有意义
第二代认知科学,hasPart,基本层次概念
第二代认知科学,hasPart,大脑结构影射
第二代认知科学,hasPart,原型概念
第二代认知科学,hasPart,推理基于身体
第二代认知科学,hasPart,推理具有想象力
第二代认知科学,hasPart,概念系统多元性
认知革命,relatedTo,心理学
认知革命,relatedTo,摆脱行为主义
认知心理学,isTypeOf,认知科学
逻辑学,isTypeOf,认知科学
认识论,isTypeOf,认知科学
人工智能,isTypeOf,认知科学
认知语言学,isTypeOf,认知科学
第一代认知科学,influencedBy,英美分析哲学
第一代认知科学,influencedBy,先验哲学
第二代认知科学,influences,认知语言学
句法自治,relatedTo,第一代认知科学
句法非自治,relatedTo,第二代认知科学
概念隐喻,relatedTo,抽象概念化
Tzeltal分类,relatedTo,基本层次概念
基本层次概念,relatedTo,生存
基本层次概念,relatedTo,发展
基本层次概念,relatedTo,偶然性
科学技术,influences,基本层次概念
望远镜,relatedTo,扩展感知能力
显微镜,relatedTo,扩展感知能力
体验哲学,relatedTo,挑战分析哲学
符号处理模型,isTypeOf,第一代认知科学
联结主义模型,isTypeOf,第二代认知科学
认知,isTypeOf,认知科学
语言,isTypeOf,认知科学
思维,isTypeOf,认知科学
概念,isTypeOf,认知科学
生成语法,isTypeOf,第一代认知科学
结构主义,isTypeOf,第一代认知科学
体验哲学,isTypeOf,第二代认知科学
认知科学,hasComponent,心智
认知科学,hasComponent,认知
认知科学,hasComponent,语言
第二代认知科学,hasComponent,概念隐喻
第一代认知科学,hasComponent,符号处理模型
认知语言学,appliedIn,语言研究
体验哲学,influenced,语言学理论
乔姆斯基,influences,生成语法
Lakoff,influences,认知语言学
