start_node,relations,end_node
知识可视化,isTypeOf,学习工具
知识可视化,usesMethod,图解手段
知识可视化,appliedIn,教育技术
大脑可塑性,isTypeOf,神经机制
大脑可塑性,hasComponent,结构可塑
大脑可塑性,hasComponent,功能可塑
情绪,influences,认知
情绪,relatedTo,多巴胺
左右脑交流,basedOn,胼胝体
左右脑交流,relatedTo,信息交互功能
多通道知觉,hasComponent,视觉通道
多通道知觉,hasComponent,听觉通道
多通道知觉,hasComponent,动觉通道
隐性知识显性化,isTypeOf,知识转换
外显知识生动化,isTypeOf,知识转换
碎片知识结构化,isTypeOf,知识转换
概念图,isTypeOf,可视化工具
思维导图,isTypeOf,可视化工具
VR,isTypeOf,可视化工具
AR,isTypeOf,可视化工具
知识可视化,promotes,学习效率
大脑可塑性,enables,学习
积极情绪,enhances,记忆
左右脑协同,improves,认知加工
多感官参与,expands,认知途径
多类型表征,prevents,习惯性大脑
言语表征,combinedWith,图像表征
思维,integratedWith,情感
李志厚,authored,文档
侯栎栎欣,authored,文档
认知神经科学,studies,知识可视化
知识可视化,basedOn,认知神经科学
图解手段,simulates,知识结构
静态图解,isTypeOf,可视化形式
动态视听,isTypeOf,可视化形式
知识转换,involves,重构知识
结构可塑,relatedTo,神经元变化
功能可塑,relatedTo,脑区代偿
情绪脑区,activates,认知脑区
左脑,processes,语言
右脑,processes,图像
胼胝体,facilitates,信息交流
多通道记忆,enhances,学习
镜像神经元,involvedIn,多通道知觉
习惯性大脑,causedBy,单一工具使用
文本阅读,importantFor,深度思考
身体表征,involvedIn,学习
知识转化,resultsIn,能力提升
认知神经科学,usesMethod,fMRI
知识可视化研究,usesMethod,实验
情绪影响,studiedBy,Fredrickson
多巴胺,relatedTo,奖赏
海马区,involvedIn,记忆
杏仁核,involvedIn,情绪
可视化设计,considers,认知特点
沉浸式学习,involves,VR
知识可视化,hasGoal,知识传播
认知负荷,reducedBy,结构化知识
命题网络,formedBy,知识图谱
环境刺激,promotes,大脑发育
神经环路,involvedIn,认知过程
积极情绪,broadens,注意广度
情绪性刺激,enhances,记忆
多巴胺,releaseBy,学习满足
可视化工具,attracts,注意力
图文结合,utilizes,左右脑
视觉信息,processedBy,右脑
逻辑信息,processedBy,左脑
多感官输入,activates,多皮层
旧知识,integratedWith,新知识
思维品质,improvedBy,可视化
情感体验,enhancedBy,可视化
教师,shouldUse,多种工具
学生,shouldAvoid,过度依赖
文本材料,essentialFor,阅读能力
言语表征,usedIn,讨论
身体表征,usedIn,实践
深度思考,requiredFor,知识理解
能力转化,achievedBy,融通思维情感
素养发展,promotedBy,知识可视化
李志厚,affiliatedWith,华南师范大学
侯栎栎欣,affiliatedWith,华南师范大学
认知神经科学,isBasisFor,知识可视化理论
知识可视化,contributesTo,认知科学
图解形式,represents,知识
转换过程,involves,知识加工
显性知识,isTypeOf,知识
隐性知识,isTypeOf,知识
碎片知识,isTypeOf,知识
结构可塑,isTypeOf,大脑可塑性
功能可塑,isTypeOf,大脑可塑性
情绪与认知交互,isTypeOf,神经机制
左右脑信息交流,isTypeOf,脑功能
多通道知觉,isTypeOf,知觉理论
可视化工具,hasType,概念图
可视化工具,hasType,思维导图
可视化工具,hasType,VR
知识转换,hasType,隐性到显性
知识转换,hasType,显性到生动
知识转换,hasType,碎片到结构
大脑发育,requires,丰富刺激
神经元联结,strengthenedBy,学习
注意广度,affectedBy,情绪
记忆系统,influencedBy,情绪
学习满足,relatedTo,多巴胺
