start_node,relations,end_node
算法黑箱,isTypeOf,人工智能概念
算法黑箱,hasComponent,输入输出机制
算法黑箱,relatedTo,透明度
算法黑箱,relatedTo,责任制
认知科学,studies,算法黑箱
技术路径,isTypeOf,研究路径
规范路径,isTypeOf,研究路径
认知路径,isTypeOf,研究路径
认知路径,basedOn,认知科学
透明度,isBasisFor,责任制
责任制,influences,透明度
算法黑箱,hasComponent,陌生性问题
算法黑箱,hasComponent,正当性问题
陌生性问题,relatedTo,不确定性恐惧
正当性问题,relatedTo,法律决策挑战
算法黑箱,simulates,人类思维黑箱
统一功能,isTypeOf,正向认知功能
破除功能,isTypeOf,正向认知功能
方向功能,isTypeOf,正向认知功能
阶梯功能,isTypeOf,正向认知功能
统一功能,relatedTo,认知层次移动
破除功能,relatedTo,可解释性神话破除
方向功能,relatedTo,水平解释
方向功能,relatedTo,嵌套解释
阶梯功能,relatedTo,灰箱测试
灰箱测试,usesMethod,可视化技术
灰箱测试,basedOn,黑箱测试
灰箱测试,basedOn,白箱测试
固有信任,isTypeOf,算法信任
学习信任,isTypeOf,算法信任
情境信任,isTypeOf,算法信任
固有信任,relatedTo,信息价值
固有信任,relatedTo,控制价值
学习信任,relatedTo,算法性能优化
情境信任,relatedTo,多模态感知
算法厌恶,influencedBy,算法客观性
算法厌恶,influencedBy,人类自主过程
算法厌恶,influencedBy,社会评判担忧
算法厌恶,influencedBy,思想侵入程度
场景化规制,hasComponent,选择偏差
场景化规制,hasComponent,过度简化
分阶段规制,hasComponent,信息阶段
分阶段规制,hasComponent,控制阶段
信息阶段,hasPart,信息获取
信息阶段,hasPart,信息分析
控制阶段,hasPart,决策选择
控制阶段,hasPart,决策实施
黑箱悖论,relatedTo,信息过载
算法黑箱,appliedIn,自动化执法
隐匿黑箱,isTypeOf,算法黑箱类型
现象模型,isTypeOf,算法黑箱类型
水平黑箱,isTypeOf,算法黑箱类型
嵌套黑箱,isTypeOf,算法黑箱类型
认知过滤机制,relatedTo,视野形成
认知过滤机制,relatedTo,选择性感知
算法可解释性,influencedBy,算力限制
算法可解释性,influencedBy,数据限制
深度解释错觉,relatedTo,解释过度要求
灰箱测试,usesMethod,接口定义
灰箱测试,usesMethod,功能规范
信息价值,relatedTo,推荐系统
控制价值,relatedTo,决策委托
算法偏见,relatedTo,人类间接责任
算法歧视,relatedTo,人类间接责任
多模态感知,simulates,人类感知
情感计算,appliedIn,医疗保健
算法黑箱厌恶,relatedTo,错误普遍化
算法黑箱厌恶,relatedTo,思想投射障碍
自主过程,isTypeOf,认知过程
受控过程,isTypeOf,认知过程
算法黑箱,basedOn,大数据训练
算法黑箱,basedOn,高维空间交互
算法黑箱,basedOn,自适应动态
可解释人工智能,isApplicationOf,技术路径
可视化技术,isApplicationOf,技术路径
规则归纳,isApplicationOf,技术路径
算法归位,isApplicationOf,规范路径
算法公平,isApplicationOf,规范路径
认知维度,hasPart,原始数据
认知维度,hasPart,价值设想
算法黑箱,influences,隐私保护
算法黑箱,influences,商业秘密
算法黑箱,influences,知识产权
水平解释,relatedTo,逻辑链条
嵌套解释,relatedTo,细节展开
用户中心方法,basedOn,灰箱测试
算法信任,relatedTo,性能可靠性
算法信任,relatedTo,使用体验
情境信任,relatedTo,风险知晓
情境信任,relatedTo,感官刺激
算法客观性,relatedTo,感知优势
人类自主过程,relatedTo,注意力区分
社会评判担忧,relatedTo,当面评判
思想侵入程度,relatedTo,价值观入侵
认知科学,proposedBy,交叉学科
算法黑箱研究,usesMethod,认知心理学
算法黑箱研究,usesMethod,认知神经科学
算法黑箱研究,usesMethod,人工智能方法
认知路径,influencedBy,人类要素
欧盟监管框架,isApplicationOf,场景化规制
不可接受风险,isPartOf,欧盟监管框架
高风险,isPartOf,欧盟监管框架
低风险,isPartOf,欧盟监管框架
信息阶段,relatedTo,算法偏好
控制阶段,relatedTo,人类偏好
学习信任,relatedTo,信任动态
多模态感知系统,simulates,人类多感官
情感机器人,relatedTo,超人工智能
招聘决策,appliedIn,算法侵入
法治场域,relatedTo,程序正义
算法黑箱,isBasisFor,认知正向功能
