start_node,relations,end_node
认知科学,isTypeOf,跨学科领域
认知科学,studies,心智表征理论
认知科学,studies,计算理论
心智表征理论,isBasisFor,认知科学核心
计算理论,isBasisFor,认知科学核心
计算机隐喻,isTypeOf,理论假说
计算机隐喻,simulates,人类心理活动
图灵测试,proposedBy,图灵
图灵测试,isBasisFor,人工智能检测
功能主义,proposedBy,普特南
功能主义,basedOn,软硬件分离
符号范式,hasComponent,表征计算
表征计算,isCoreOf,认知科学
联结主义,challenges,符号范式
联结主义,hasFeature,并行分布处理
图灵机,simulates,人脑信息处理
中文屋论证,proposedBy,赛尔
中文屋论证,critiques,图灵测试
意识问题,isKeyIssue,心智哲学
弗洛伊德,proposed,潜意识理论
符号范式,cannotExplain,意识现象
沃维克,proposed,意识属性论
认知科学,basedOn,计算机科学
认知科学,basedOn,心理学
认知科学,basedOn,哲学
认知科学,basedOn,语言学
认知科学,basedOn,神经科学
福多,proposed,表征计算理论
表征计算理论,isCoreOf,认知心理学
西蒙,developed,符号系统范式
符号系统范式,basedOn,表征计算理论
德雷福斯,critiqued,认知主义
认知主义,consideredAs,理性行为主义
符号范式,hasLimitation,意识处理
人类心理,moreThan,信息处理
弗洛伊德理论,emphasizes,潜意识
人工智能,usesMethod,符号操作
认知科学,usesMethod,符号操作
句法关系,characterizes,表征含义
语义联系,absentIn,符号表征
计算机模拟,successfulIn,部分心智活动
功能模拟,formalizedAs,功能主义
心理活动,analogousTo,软件运行
硬件差异,irrelevantIn,功能主义
符号系统,processes,形式特征
计算操作,definedAs,句法性质
联结主义,pointsOut,串联式问题
并行处理,advantageousFor,意识活动
智能本质,debatedThrough,图灵测试
黑箱操作,focusesOn,输出结果
中文屋思想实验,questions,理解力缺失
意识现象,isAspectOf,人类心智
主观内在性,characterizes,人类意识
奎连系统,resolves,符号范式局限
帕尔默假定,resolves,符号范式局限
机器意识,differentFrom,人类意识
唯我论方法,limits,意识研究
认知科学,emergedIn,20世纪中期
强人工智能,isTypeOf,AI发展方向
弱人工智能,isTypeOf,AI发展方向
功能主义,ignores,脑神经差异
表征符号,actsAs,事物标记
认知研究,constrainedBy,技术水平
德雷福斯,distinguishes,认知主义与认知科学
符号范式,cannotHandle,理解力问题
潜意识欲望,consideredAs,人类本质
心理活动,broaderThan,认知活动
信息处理范式,adoptedBy,早期认知科学
脑神经知识,beyondCurrent,科技水平
智能实体,interactsWith,环境
心智能力,studiedThrough,结构功能
共性认识,reachedIn,20世纪50年代
行为主义,opposedBy,认知心理学
华生,proposed,行为主义
内在表征,reemphasizedBy,认知心理学
人工语言,usedToDescribe,表征符号
形式特征,characterizes,心智符号
联结主义兴起,occurredIn,20世纪80年代
并行分布式能力,lackingIn,表征主义
德雷福斯批评,targets,认知主义片面性
理性行为主义,seenAs,认知主义本质
计算机模拟,limitedTo,信息处理
大脑之谜,solvedBy,认知科学
同质性质疑,raisedAgainst,计算机隐喻
符号计算范式,challengedBy,联结主义
串联式符号计算,contrastedWith,并行分布处理
黑箱方法,focusesOn,输出相似性
中文翻译示例,illustrates,理解力问题
潜意识理论,influentialIn,20世纪初期
主观内在性,uniqueTo,人类
递归分解,usedIn,符号范式解释
意识方式差异,proposedBy,沃维克
动物意识,incomprehensibleTo,人类
李康,affiliatedWith,长治职业技术学院
认知科学,hasCoreIssue,计算机隐喻
认知科学,hasCoreIssue,表征计算
认知科学,hasCoreIssue,智能本质
认知科学,hasCoreIssue,意识问题
符号操作,isCommonTo,认知科学与AI
句法关系,defines,表征本质
认知预期,notMetBy,当前AI水平
国际象棋机,represents,AI实践水平
软件作用,emphasizedBy,强功能主义
物理区别,dismissedBy,功能主义
形式规则,governs,符号操作
全能信息系统,bestSuitedFor,符号计算
串联式问题,addressedBy,联结主义
意识优势,claimedBy,并行处理
智能标准,questionedBy,中文屋论证
唯我论方法,hinders,跨物种理解
